FID,FEATURE_ID,LABEL_CENTRE_X,LABEL_CENTRE_Y,BEC_ZONE_CODE,QUAD_DIAM_125,BASAL_AREA,VRI_LIVE_STEMS_PER_HA,SPECIES_CD_1,SPECIES_PCT_1,SPECIES_CD_2,SPECIES_PCT_2,PROJ_AGE_1,PROJ_HEIGHT_1,LIVE_STAND_VOLUME_125,WHOLE_STEM_BIOMASS_PER_HA,BRANCH_BIOMASS_PER_HA,FOLIAGE_BIOMASS_PER_HA,BARK_BIOMASS_PER_HA,OBJECTID,FEATURE_AREA_SQM
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid--78b2ea9d_19f6dc96c27_-2a5,2936416,1482578,558513,IDF,34.013,51.095169,563,LW,60,FDI,30,145,29.5,382.258,211.747,23.893,12.619,30.041,4443758,37543.5124
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid--78b2ea9d_19f6dc96c27_-2a4,2936442,1487664,561246,IDF,46.726,49.92514,447,LW,40,FDI,30,159,33.2,343.969,207.46,23.504,12.45,29.378,5137018,185555.6153
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid--78b2ea9d_19f6dc96c27_-2a3,2936490,1487260,561176,IDF,37.177,48.301369,433,LW,70,FDI,30,159,33.2,386.051,213.892,24.087,12.703,30.373,1001191,118215.4394
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid--78b2ea9d_19f6dc96c27_-2a2,2936528,1482557,559802,IDF,34.402,46.592232,498,LW,70,FDI,30,139,29.7,335.12,197.453,22.584,12.047,27.831,5119352,16357.0991
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid--78b2ea9d_19f6dc96c27_-2a1,2936553,1484518,556162,ICH,39.17,52.438236,470,LW,70,FDI,10,129,31.5,426.902,221.519,24.77,12.998,31.556,3679299,68628.1164
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid--78b2ea9d_19f6dc96c27_-2a0,2936571,1481273,556283,IDF,37.737,39.050541,350,LW,50,AT,40,159,32,277.808,201.089,22.92,12.194,28.393,2478187,28209.7241
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid--78b2ea9d_19f6dc96c27_-29f,2936614,1483432,556063,ICH,38.574,45.951,412,LW,50,FDI,35,139,32,384.05,208.457,23.595,12.489,29.532,5929045,134752.2685
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid--78b2ea9d_19f6dc96c27_-29e,2936665,1491421,566353,IDF,31.345,16.714039,319,LW,55,FDI,30,89,22.6,86.94,93.848,12.042,7.129,12.206,4722937,94631.3467
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid--78b2ea9d_19f6dc96c27_-29d,2936682,1499431,567077,ICH,52.114,34.999931,155,LW,85,FDI,15,109,25.2,209.875,149.952,17.986,9.975,20.554,1578178,32843.2345
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid--78b2ea9d_19f6dc96c27_-29c,2936752,1499028,566766,ICH,40.416,48.343857,434,LW,85,SE,10,159,33.2,399.591,215.076,24.194,12.749,30.557,2840950,59915.3229
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid--78b2ea9d_19f6dc96c27_-29b,2936899,1489899,560966,ICH,26.146,53.492874,1009,LW,70,FDI,30,129,29.2,402.608,213.244,24.029,12.678,30.273,3467828,27871.2992
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid--78b2ea9d_19f6dc96c27_-29a,2937017,1491938,560989,IDF,34.758,55.069191,581,LW,70,FDI,20,119,30.1,413.753,221.198,24.741,12.986,31.506,1173359,67787.9411
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid--78b2ea9d_19f6dc96c27_-299,2937147,1491414,565885,IDF,37.509,44.943512,403,LW,70,FDI,20,149,33.6,378.621,211.431,23.865,12.607,29.992,2245711,68169.3825
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid--78b2ea9d_19f6dc96c27_-298,2937223,1491866,560260,ICH,33.774,48.2314,567,LW,60,FDI,30,129,30.3,381.587,207.194,23.48,12.439,29.337,6873584,80694.7692
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid--78b2ea9d_19f6dc96c27_-297,2937243,1496585,557921,ICH,17.574,34.45435,1825,LW,70,FDI,20,119,22.2,161.502,127.592,15.688,8.899,17.185,6188583,53970.9646
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid--78b2ea9d_19f6dc96c27_-296,2937318,1490881,561655,IDF,36.505,49.977318,526,LW,50,FDI,40,119,30.1,375.514,207.727,23.528,12.46,29.419,4631319,157933.9248
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid--78b2ea9d_19f6dc96c27_-295,2937391,1498131,562733,ICH,43.576,58.901211,467,LW,40,FDI,30,210,34.9,518.6,250.935,27.313,14.078,36.125,2346397,9570.2918
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid--78b2ea9d_19f6dc96c27_-294,2937428,1491362,560841,ICH,34.598,50.026211,540,LW,60,FDI,30,119,30.1,400.835,212.559,23.967,12.651,30.167,617196,62966.5516
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid--78b2ea9d_19f6dc96c27_-293,2937469,1491577,565598,IDF,38.896,44.537548,399,LW,70,PLI,20,149,33.6,380.454,212.161,23.931,12.635,30.105,2148483,43769.6585
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid--78b2ea9d_19f6dc96c27_-292,2937631,1489620,559724,ICH,37.237,47.966179,464,LW,50,FDI,40,129,30.3,377.567,205.875,23.359,12.387,29.133,4087170,18311.7232
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid--78b2ea9d_19f6dc96c27_-291,2937740,1497672,559999,ICH,34.81,42.31897,430,LW,85,FDI,15,129,30.3,330.255,191.992,22.074,11.822,26.989,2297384,82110.7363
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid--78b2ea9d_19f6dc96c27_-290,2937773,1496093,563097,IDF,32.996,41.952572,489,LW,70,FDI,30,139,29.7,306.087,187.841,21.684,11.649,26.349,5355977,21753.0548
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid--78b2ea9d_19f6dc96c27_-28f,2937847,1493356,559606,ICH,32.604,55.248352,721,LW,50,FDI,40,119,28.8,411.889,215.124,24.198,12.751,30.564,1754247,73232.8341
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid--78b2ea9d_19f6dc96c27_-28e,2937852,1489359,560819,ICH,37.508,48.459473,435,LW,70,FDI,20,159,34.2,433.356,224.595,25.042,13.115,32.033,1930266,252931.7403
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid--78b2ea9d_19f6dc96c27_-28d,2937946,1500763,562386,ICH,54.013,53.215309,441,LW,50,SE,30,189,34.3,415.293,223.273,24.925,13.065,31.828,4132427,408533.0283
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid--78b2ea9d_19f6dc96c27_-28c,2938004,1488392,561477,IDF,46.726,49.92514,447,LW,40,FDI,30,159,33.2,343.969,207.46,23.504,12.45,29.378,4811448,67192.969
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid--78b2ea9d_19f6dc96c27_-28b,2938007,1496185,562416,ICH,36.759,50.106846,449,LW,84,FDI,12,136,32.7,427.652,222.039,24.816,13.018,31.636,608591,70353.5633
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid--78b2ea9d_19f6dc96c27_-28a,2938028,1492307,562061,IDF,36.843,41.90876,407,LW,60,FDI,30,139,30.8,326.097,193.656,22.23,11.891,27.245,1275656,37367.3894
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid--78b2ea9d_19f6dc96c27_-289,2938052,1497685,562252,ICH,43.576,58.901211,467,LW,40,FDI,30,210,34.9,518.6,250.935,27.313,14.078,36.125,4092874,24181.4656
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid--78b2ea9d_19f6dc96c27_-288,2940233,1558881,572610,ICH,38.023,54.854141,474,LW,60,ACT,20,148,33.5,464.642,240.268,26.407,13.696,34.467,3936387,265419.995
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid--78b2ea9d_19f6dc96c27_-287,2940264,1555434,563833,ICH,59.19,13.5766,49,LW,100,,,208,37,122.279,114.529,14.303,8.237,15.24,4484518,187946.205
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid--78b2ea9d_19f6dc96c27_-286,2940386,1555979,563917,ICH,28.808,32.6255,513,LW,100,,,78,22.6,181.691,137.701,16.738,9.394,18.702,4233047,19225.5453
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid--78b2ea9d_19f6dc96c27_-285,2940414,1556195,562059,ESSF,36.804,44.634151,426,LW,90,SE,10,168,31.7,354.456,198.719,22.701,12.098,28.027,1055108,33333.232
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid--78b2ea9d_19f6dc96c27_-284,2940418,1559428,565965,ICH,35.634,39.147507,442,LW,60,SE,20,168,29.6,295.608,182.103,21.14,11.407,25.466,6469170,28631.2483
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid--78b2ea9d_19f6dc96c27_-283,2940502,1558293,568798,ICH,50.463,19.866821,99,LW,100,,,148,32.4,163.462,132.084,16.157,9.121,17.858,4090428,104262.7848
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid--78b2ea9d_19f6dc96c27_-282,2940608,1556160,562740,ESSF,42.633,53.509373,395,LW,80,SE,20,188,34.3,453.473,228.228,25.362,13.252,32.597,6968813,217549.8337
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid--78b2ea9d_19f6dc96c27_-281,2940623,1559995,565870,ICH,59.72,13.837569,49,LW,100,,,248,35.5,116.406,112.466,14.081,8.13,14.934,6511902,128944.2267
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid--78b2ea9d_19f6dc96c27_-280,2940633,1559235,573193,ICH,38.172,48.235481,432,LW,50,FDI,30,118,28.7,353.961,199.918,22.812,12.147,28.212,2578410,82220.8309
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid--78b2ea9d_19f6dc96c27_-27f,2940649,1555826,563195,ESSF,32.038,33.640198,470,LW,70,SE,15,128,22.7,199.325,144.735,17.458,9.73,19.764,2360980,1234398.2116
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid--78b2ea9d_19f6dc96c27_-27e,2940840,1562275,567896,ICH,24.891,4.82658,106,LW,85,FDI,10,98,25.9,36.044,59.605,8.086,5.089,7.355,6912552,63034.3226
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid--78b2ea9d_19f6dc96c27_-27d,2940850,1561321,568869,ICH,41.014,50.932114,456,LW,50,PLI,30,98,25.9,338.52,193.215,22.189,11.873,27.177,2578413,198205.9657
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid--78b2ea9d_19f6dc96c27_-27c,2940854,1562385,572871,ICH,37.185,46.698837,418,LW,70,FDI,30,128,31.4,378.793,206.573,23.423,12.415,29.24,2115173,175635.4455
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid--78b2ea9d_19f6dc96c27_-27b,2940865,1562124,566396,ICH,39.976,10,80,LW,100,,,98,28.4,78.452,88.604,11.454,6.835,11.447,4609184,33143.378
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid--78b2ea9d_19f6dc96c27_-27a,2940874,1565905,569032,ICH,41.005,41.825302,426,LW,55,EP,30,188,30.2,286.388,185.827,21.494,11.564,26.039,2457561,166421.6797
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid--78b2ea9d_19f6dc96c27_-279,2940879,1560209,570328,ICH,37.038,43.08004,488,LW,50,PLI,30,88,23.6,256.155,165.099,19.494,10.665,22.86,2702235,511138.2459
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid--78b2ea9d_19f6dc96c27_-278,2940885,1564841,566041,ICH,33.781,41.067341,442,LW,60,FDI,30,148,25,256.502,166.911,19.672,10.746,23.137,4491556,159838.2774
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid--78b2ea9d_19f6dc96c27_-277,2940906,1565289,563678,ICH,34.1,35.880859,391,LW,80,FDI,20,148,26,229.427,157.907,18.783,10.341,21.763,3189650,190864.6361
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid--78b2ea9d_19f6dc96c27_-276,2940916,1561113,568388,ICH,36.08,44.04491,499,LW,50,AT,30,88,23.6,252.217,172.718,20.237,11.002,24.026,5622210,362580.3614
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid--78b2ea9d_19f6dc96c27_-275,2940931,1564250,572131,ICH,39.711,38.085968,341,LW,55,FDI,35,128,27,244.389,166.227,19.605,10.716,23.033,4236258,173488.199
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid--78b2ea9d_19f6dc96c27_-274,2940940,1559449,572459,ICH,38.023,54.854141,474,LW,60,ACT,20,148,33.5,464.642,240.268,26.407,13.696,34.467,2504250,2396.3522
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid--78b2ea9d_19f6dc96c27_-273,2940957,1561561,567981,ICH,36.208,29.448189,294,LW,90,AT,10,98,25.9,189.863,144.088,17.392,9.7,19.666,2186540,15314.0162
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid--78b2ea9d_19f6dc96c27_-272,2940964,1566107,567887,ICH,45.42,42.897049,420,LW,40,EP,20,188,31.2,278.355,187.124,21.616,11.619,26.239,3796039,121315.4599
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid--78b2ea9d_19f6dc96c27_-271,2940968,1564439,570352,ICH,33.827,39.04578,443,LW,60,FDI,20,168,28.6,284.986,178.831,20.827,11.267,24.964,4707803,84868.0115
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid--78b2ea9d_19f6dc96c27_-270,2940985,1562570,566448,ICH,30.419,33.839748,502,LW,60,PLI,20,78,21.4,182.738,137.193,16.686,9.37,18.626,4609450,189105.4085
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid--78b2ea9d_19f6dc96c27_-26f,2941010,1559386,573450,ICH,33.035,39.863731,561,LW,50,PLI,25,78,22.6,225.38,154.694,18.463,10.194,21.275,1792805,15978.3813
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid--78b2ea9d_19f6dc96c27_-26e,2941030,1565083,565258,ICH,38.104,45.588936,435,LW,60,FDI,30,148,27.2,302.16,183.767,21.298,11.477,25.722,5940748,293832.3132
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid--78b2ea9d_19f6dc96c27_-26d,2941047,1559412,573165,ICH,38.172,48.235481,432,LW,50,FDI,30,118,28.7,353.961,199.918,22.812,12.147,28.212,2088458,24514.4218
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid--78b2ea9d_19f6dc96c27_-26c,2941124,1560710,570946,ICH,37.634,37.357651,389,LW,60,PLI,25,88,24.8,238.549,159.19,18.911,10.4,21.959,6514957,123919.7233
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid--78b2ea9d_19f6dc96c27_-26b,2941127,1564913,572745,ICH,41.864,48.529297,419,LW,50,FDI,30,188,32.2,380.735,210.174,23.751,12.557,29.798,5289991,600008.5061
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid--78b2ea9d_19f6dc96c27_-26a,2941131,1559794,571383,ICH,39.879,43.104248,409,LW,60,SE,25,98,25.9,280.796,174.798,20.439,11.093,24.345,4282066,127648.1046
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid--78b2ea9d_19f6dc96c27_-269,2941139,1564632,567973,ICH,38.688,40.924534,376,LW,50,FDI,35,148,30.3,321.504,189.561,21.846,11.721,26.614,4090121,640176.6323
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid--78b2ea9d_19f6dc96c27_-268,2941150,1560217,565815,ICH,59.72,13.837569,49,LW,100,,,248,35.5,116.406,112.466,14.081,8.13,14.934,825305,11665.0076
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid--78b2ea9d_19f6dc96c27_-267,2941171,1561586,565125,ICH,36.341,45.91016,453,LW,55,FDI,35,98,23.7,266.144,169.079,19.883,10.842,23.469,2148617,271935.5376
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid--78b2ea9d_19f6dc96c27_-266,2941172,1559858,570610,ICH,34.796,42.438942,481,LW,70,PLI,25,88,23.6,256.194,165.587,19.542,10.687,22.935,1475362,282722.9742
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid--78b2ea9d_19f6dc96c27_-265,2941184,1564629,565521,ICH,41.486,10,70,LW,80,FDI,20,148,26,64.894,80.893,10.579,6.392,10.341,4874963,36034.6935
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid--78b2ea9d_19f6dc96c27_-264,2948482,1548583,582459,ICH,37.226,44.67651,413,LW,100,,,148,29.2,324.075,191.263,22.006,11.792,26.876,1629744,234146.0194
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid--78b2ea9d_19f6dc96c27_-263,2948588,1547939,583207,ICH,37.343,39.326389,361,LW,100,,,108,26.1,255.367,166.627,19.644,10.734,23.094,4234732,32570.6162
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid--78b2ea9d_19f6dc96c27_-262,2948682,1549754,582346,ICH,39.673,37.693169,338,LW,70,FDI,20,128,29.1,274.971,173.41,20.304,11.032,24.132,7134417,61878.4511
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid--78b2ea9d_19f6dc96c27_-261,2948718,1548094,583154,ICH,37.01,46.927471,420,LW,80,FDI,15,128,29.1,349.512,198.237,22.656,12.079,27.952,1608534,145938.1943
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid--78b2ea9d_19f6dc96c27_-260,2948728,1547732,583225,ICH,37.343,39.326389,361,LW,100,,,108,26.1,255.367,166.627,19.644,10.734,23.094,4115189,29725.6387
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid--78b2ea9d_19f6dc96c27_-25f,2948829,1549248,582082,ICH,37.074,39.54372,375,LW,90,PLI,10,108,25.1,247.933,163.919,19.378,10.613,22.68,4862131,239287.5024
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid--78b2ea9d_19f6dc96c27_-25e,2948878,1549342,582444,ICH,35.741,33.63129,338,LW,100,,,108,24,193.735,143.525,17.335,9.673,19.581,2225237,260933.1616
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid--78b2ea9d_19f6dc96c27_-25d,2949144,1563535,576151,ICH,41.567,45.680561,409,LW,50,FDI,30,148,32.4,353.306,205.723,23.346,12.381,29.109,2400919,50512.904
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid--78b2ea9d_19f6dc96c27_-25c,2949145,1562508,575632,ICH,40.82,36.832359,370,LW,40,AT,30,88,26.2,229.078,163.686,19.355,10.602,22.645,3541627,38354.0973
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid--78b2ea9d_19f6dc96c27_-25b,2949221,1562374,575936,ICH,34.061,36.80682,423,LW,70,PLI,20,88,24.8,237.351,160.204,19.011,10.446,22.114,5622211,159411.8764
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid--78b2ea9d_19f6dc96c27_-25a,2949328,1592555,482363,ICH,36.594,40.127922,359,LW,60,FDI,40,98,28.4,299.034,180.13,20.951,11.322,25.163,2343911,584953.8201
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid--78b2ea9d_19f6dc96c27_-259,2949344,1591453,483401,ESSF,32.934,21.444359,273,LW,70,PLI,20,78,25.3,145.818,122.018,15.101,8.62,16.352,6276706,229232.9237
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid--78b2ea9d_19f6dc96c27_-258,2949372,1597944,479638,ICH,48.398,47.558022,426,LW,40,FDI,30,138,28.6,310.441,186.813,21.587,11.606,26.191,6050949,108056.2378
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid--78b2ea9d_19f6dc96c27_-257,2949374,1598519,482177,ICH,48.898,45.569202,408,LW,40,FDI,30,158,32,331.219,194.776,22.335,11.937,27.418,5524246,202820.7801
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid--78b2ea9d_19f6dc96c27_-256,2949378,1594324,482368,ICH,36.86,46.731319,419,LW,60,FDI,40,138,29.7,357.061,199.989,22.819,12.15,28.223,1542069,64605.1205
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid--78b2ea9d_19f6dc96c27_-255,2949386,1587546,482382,ICH,37.956,40.1591,360,LW,60,SE,20,108,29.7,308.454,186.738,21.58,11.603,26.179,3626787,171197.7169
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid--78b2ea9d_19f6dc96c27_-254,2949401,1597022,484988,ICH,40.318,41.005157,367,LW,60,FDI,30,138,30.7,314.126,187.529,21.655,11.636,26.301,2664361,475024.446
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid--78b2ea9d_19f6dc96c27_-253,2949403,1590844,484868,ESSF,43.83,45.569031,408,LW,60,SE,20,158,32,355.972,199.646,22.787,12.136,28.17,3293682,376361.4959
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid--78b2ea9d_19f6dc96c27_-252,2949417,1589742,484604,ICH,39.577,34.862198,329,LW,50,FDI,30,158,28.9,249.279,165.291,19.513,10.674,22.89,4090122,59858.7832
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid--78b2ea9d_19f6dc96c27_-251,2949423,1587812,480654,ICH,37.709,47.928993,429,LW,80,SE,15,86,30.4,384.811,208.851,23.631,12.505,29.593,5669979,194691.0402
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid--78b2ea9d_19f6dc96c27_-250,2949449,1590922,481882,ICH,33.352,31.85051,427,LW,50,SE,30,98,22.4,185.837,139.377,16.91,9.475,18.955,4313723,189452.8791
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid--78b2ea9d_19f6dc96c27_-24f,2949454,1586763,482724,ICH,36.176,36.847298,353,LW,70,FDI,20,138,27.6,249.902,169.107,19.886,10.843,23.473,4133323,503949.4636
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid--78b2ea9d_19f6dc96c27_-24e,2949466,1593895,484633,ICH,31.714,36.25758,548,LW,60,FDI,30,158,23.6,194.772,145.124,17.498,9.749,19.823,663616,311184.0327
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid--78b2ea9d_19f6dc96c27_-24d,2949467,1584984,481226,ICH,41.196,40.54763,407,LW,50,PLI,30,78,27.7,294.098,177.864,20.734,11.225,24.815,1755488,202789.4418
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid--78b2ea9d_19f6dc96c27_-24c,2949485,1592742,484015,ICH,38.543,37.341618,335,LW,60,FDI,30,128,29.1,280.481,175.208,20.478,11.11,24.408,5450989,511384.3294
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid--78b2ea9d_19f6dc96c27_-24b,2949512,1594597,482594,ICH,37.384,38.512241,345,LW,60,FDI,40,118,28.7,284.636,175.963,20.551,11.143,24.523,1148501,66648.928
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid--78b2ea9d_19f6dc96c27_-24a,2949652,1588603,485695,ICH,35.032,35.816151,373,LW,60,FDI,30,98,23.7,213.344,150.034,17.995,9.979,20.567,1475603,514485.3014
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid--78b2ea9d_19f6dc96c27_-249,2949738,1592782,480014,ICH,39.622,46.746319,419,LW,60,SE,20,138,29.7,350.511,198.618,22.692,12.094,28.011,6648337,313938.8649
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid--78b2ea9d_19f6dc96c27_-248,2949739,1596813,482434,ICH,48.357,41.316032,370,LW,40,FDI,20,98,29.5,285.442,180.016,20.94,11.318,25.146,6753810,170644.6617
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid--78b2ea9d_19f6dc96c27_-247,2949742,1588662,481292,ICH,35.779,43.322769,504,LW,90,EP,5,100,34.3,397.176,211.756,23.894,12.619,30.043,6338116,192771.3204
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid--78b2ea9d_19f6dc96c27_-246,2949745,1587508,477730,ICH,42.74,45.420143,407,LW,70,FDI,10,98,28.4,310.457,186.142,21.523,11.578,26.088,1273837,138938.0442
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid--78b2ea9d_19f6dc96c27_-245,2949749,1591050,483417,ICH,40.274,37.941799,340,LW,60,FDI,20,128,28.1,267.735,171.083,20.079,10.93,23.776,5253165,287238.6674
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid--78b2ea9d_19f6dc96c27_-244,2949765,1591843,480340,ICH,22.582,29.080471,751,LW,75,FDI,25,105,26.2,201.348,145.198,17.505,9.752,19.834,2722024,274031.9938
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid--78b2ea9d_19f6dc96c27_-243,2949775,1594874,482818,ICH,38.878,42.332413,389,LW,70,FDI,20,98,27.1,287.231,176.63,20.615,11.172,24.626,3680543,209346.207
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid--78b2ea9d_19f6dc96c27_-242,2949776,1594123,478076,ICH,45.52,49.654541,422,LW,60,FDI,10,248,31.5,351.777,207.186,23.479,12.439,29.335,5356248,356198.7695
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid--78b2ea9d_19f6dc96c27_-241,2949797,1592967,480787,ICH,37.861,45.122852,404,LW,60,FDI,20,98,28.4,340.125,193.691,22.233,11.892,27.251,6016430,80985.3301
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid--78b2ea9d_19f6dc96c27_-240,2949800,1587282,484973,ICH,35.843,43.54826,390,LW,60,FDI,30,98,34,403.06,214.966,24.184,12.745,30.54,3113110,202334.0715
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid--78b2ea9d_19f6dc96c27_-23f,2949813,1592920,481388,ICH,37.327,45.091072,404,LW,60,FDI,30,98,29.5,352.956,197.471,22.585,12.048,27.834,2579334,362509.2778
WHSE_FOREST_VEGETATION.VEG_COMP_LYR_R1_POLY.fid--78b2ea9d_19f6dc96c27_-23e,2949819,1586465,476457,ICH,32.366,34.148071,414,LW,60,FDI,20,118,23.1,204.554,147.389,17.727,9.855,20.166,4950002,155464.5536
